shader_slot,selector,base_name,render_bucket,slot,uv,hidden,artist_name,semantic_portrait_id,portrait_status,activity,channels,formula_ids,formula_expressions,notes,transport_profile_id
terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps > heightMapSamplerLayer2,terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps,terrain_cb_w_4lyr_2tex_blend_pxm_spm,0,heightMapSamplerLayer2,0,False,Слой высоты/specular,SEM_DDBBED16C22D7212,resolved,active,"{""A"": ""Не используется в исследованном пути."", ""B"": ""Не используется в исследованном пути."", ""G"": ""Локальная specular-маска слоя; участвует как G²."", ""R"": ""Высота для parallax/height offset.""}",F_TERRAIN_SPM,"s=Gheight²; I=Ispm×lerp(1,s,IntensityAdjust); n=Fspm×lerp(1,s,FalloffAdjust)",,LINEAR_R_OR_RG_BC5
terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps > TextureSampler_layer3,terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps,terrain_cb_w_4lyr_2tex_blend_pxm_spm,0,TextureSampler_layer3,0,False,Слой diffuse,SEM_EF09C2A8BCC20532,resolved,active,"{""A"": ""В 4-layer terrain-пути отдельно не читается."", ""RGB"": ""Цвет соответствующего слоя terrain.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,COLOR_RGB_BC1
terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps > BumpSampler_layer3,terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps,terrain_cb_w_4lyr_2tex_blend_pxm_spm,0,BumpSampler_layer3,0,False,Слой normal,SEM_C627EBE8953FDE17,resolved,active,"{""A"": ""Не отдельная художественная маска; физическая упаковка normal map зависит от формата текстуры."", ""RGB"": ""Тангенсная нормаль после GTA-декодирования; X/Y задают наклон, Z восстанавливается/нормализуется.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,NORMAL_XY_AUTO
terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps > heightMapSamplerLayer3,terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps,terrain_cb_w_4lyr_2tex_blend_pxm_spm,0,heightMapSamplerLayer3,0,False,Слой высоты/specular,SEM_DDBBED16C22D7212,resolved,active,"{""A"": ""Не используется в исследованном пути."", ""B"": ""Не используется в исследованном пути."", ""G"": ""Локальная specular-маска слоя; участвует как G²."", ""R"": ""Высота для parallax/height offset.""}",F_TERRAIN_SPM,"s=Gheight²; I=Ispm×lerp(1,s,IntensityAdjust); n=Fspm×lerp(1,s,FalloffAdjust)",,LINEAR_R_OR_RG_BC5
terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps > lookupSampler,terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps,terrain_cb_w_4lyr_2tex_blend_pxm_spm,0,lookupSampler,1,False,Таблица выбора слоёв,SEM_89D6190F262DF185,resolved,active,"{""A"": ""Не используется."", ""RGB"": ""Три координаты смешивания четырёх terrain-слоёв.""}",F_TERRAIN_WEIGHTS,w0=(1−R)(1−G)(1−B); w1=(1−R)(1−G)B; w2=(1−R)G(1−B); w3=(1−R)GB,,LINEAR_RGB_BC1
terrain_cb_w_4lyr_2tex_pxm.sps > TextureSampler_layer0,terrain_cb_w_4lyr_2tex_pxm.sps,terrain_cb_w_4lyr_2tex_pxm,0,TextureSampler_layer0,0,False,Слой diffuse,SEM_EF09C2A8BCC20532,resolved,active,"{""A"": ""В 4-layer terrain-пути отдельно не читается."", ""RGB"": ""Цвет соответствующего слоя terrain.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,COLOR_RGB_BC1
terrain_cb_w_4lyr_2tex_pxm.sps > BumpSampler_layer0,terrain_cb_w_4lyr_2tex_pxm.sps,terrain_cb_w_4lyr_2tex_pxm,0,BumpSampler_layer0,0,False,Слой normal,SEM_C627EBE8953FDE17,resolved,active,"{""A"": ""Не отдельная художественная маска; физическая упаковка normal map зависит от формата текстуры."", ""RGB"": ""Тангенсная нормаль после GTA-декодирования; X/Y задают наклон, Z восстанавливается/нормализуется.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,NORMAL_XY_AUTO
terrain_cb_w_4lyr_2tex_pxm.sps > heightMapSamplerLayer0,terrain_cb_w_4lyr_2tex_pxm.sps,terrain_cb_w_4lyr_2tex_pxm,0,heightMapSamplerLayer0,0,False,Слой высоты/specular,SEM_6C2C8726336939B7,resolved,active,"{""A"": ""Не используется в исследованном пути."", ""B"": ""Не используется в исследованном пути."", ""G"": ""В этой не-SPM перестановке отдельно не используется."", ""R"": ""Высота для parallax/height offset.""}",,,,LINEAR_R_OR_RG_BC5
terrain_cb_w_4lyr_2tex_pxm.sps > TextureSampler_layer1,terrain_cb_w_4lyr_2tex_pxm.sps,terrain_cb_w_4lyr_2tex_pxm,0,TextureSampler_layer1,1,False,Слой diffuse,SEM_EF09C2A8BCC20532,resolved,active,"{""A"": ""В 4-layer terrain-пути отдельно не читается."", ""RGB"": ""Цвет соответствующего слоя terrain.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,COLOR_RGB_BC1
terrain_cb_w_4lyr_2tex_pxm.sps > BumpSampler_layer1,terrain_cb_w_4lyr_2tex_pxm.sps,terrain_cb_w_4lyr_2tex_pxm,0,BumpSampler_layer1,1,False,Слой normal,SEM_C627EBE8953FDE17,resolved,active,"{""A"": ""Не отдельная художественная маска; физическая упаковка normal map зависит от формата текстуры."", ""RGB"": ""Тангенсная нормаль после GTA-декодирования; X/Y задают наклон, Z восстанавливается/нормализуется.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,NORMAL_XY_AUTO
terrain_cb_w_4lyr_2tex_pxm.sps > heightMapSamplerLayer1,terrain_cb_w_4lyr_2tex_pxm.sps,terrain_cb_w_4lyr_2tex_pxm,0,heightMapSamplerLayer1,1,False,Слой высоты/specular,SEM_6C2C8726336939B7,resolved,active,"{""A"": ""Не используется в исследованном пути."", ""B"": ""Не используется в исследованном пути."", ""G"": ""В этой не-SPM перестановке отдельно не используется."", ""R"": ""Высота для parallax/height offset.""}",,,,LINEAR_R_OR_RG_BC5
terrain_cb_w_4lyr_2tex_pxm.sps > TextureSampler_layer2,terrain_cb_w_4lyr_2tex_pxm.sps,terrain_cb_w_4lyr_2tex_pxm,0,TextureSampler_layer2,1,False,Слой diffuse,SEM_EF09C2A8BCC20532,resolved,active,"{""A"": ""В 4-layer terrain-пути отдельно не читается."", ""RGB"": ""Цвет соответствующего слоя terrain.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,COLOR_RGB_BC1
terrain_cb_w_4lyr_2tex_pxm.sps > BumpSampler_layer2,terrain_cb_w_4lyr_2tex_pxm.sps,terrain_cb_w_4lyr_2tex_pxm,0,BumpSampler_layer2,1,False,Слой normal,SEM_C627EBE8953FDE17,resolved,active,"{""A"": ""Не отдельная художественная маска; физическая упаковка normal map зависит от формата текстуры."", ""RGB"": ""Тангенсная нормаль после GTA-декодирования; X/Y задают наклон, Z восстанавливается/нормализуется.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,NORMAL_XY_AUTO
terrain_cb_w_4lyr_2tex_pxm.sps > heightMapSamplerLayer2,terrain_cb_w_4lyr_2tex_pxm.sps,terrain_cb_w_4lyr_2tex_pxm,0,heightMapSamplerLayer2,1,False,Слой высоты/specular,SEM_6C2C8726336939B7,resolved,active,"{""A"": ""Не используется в исследованном пути."", ""B"": ""Не используется в исследованном пути."", ""G"": ""В этой не-SPM перестановке отдельно не используется."", ""R"": ""Высота для parallax/height offset.""}",,,,LINEAR_R_OR_RG_BC5
terrain_cb_w_4lyr_2tex_pxm.sps > TextureSampler_layer3,terrain_cb_w_4lyr_2tex_pxm.sps,terrain_cb_w_4lyr_2tex_pxm,0,TextureSampler_layer3,1,False,Слой diffuse,SEM_EF09C2A8BCC20532,resolved,active,"{""A"": ""В 4-layer terrain-пути отдельно не читается."", ""RGB"": ""Цвет соответствующего слоя terrain.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,COLOR_RGB_BC1
terrain_cb_w_4lyr_2tex_pxm.sps > BumpSampler_layer3,terrain_cb_w_4lyr_2tex_pxm.sps,terrain_cb_w_4lyr_2tex_pxm,0,BumpSampler_layer3,1,False,Слой normal,SEM_C627EBE8953FDE17,resolved,active,"{""A"": ""Не отдельная художественная маска; физическая упаковка normal map зависит от формата текстуры."", ""RGB"": ""Тангенсная нормаль после GTA-декодирования; X/Y задают наклон, Z восстанавливается/нормализуется.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,NORMAL_XY_AUTO
terrain_cb_w_4lyr_2tex_pxm.sps > heightMapSamplerLayer3,terrain_cb_w_4lyr_2tex_pxm.sps,terrain_cb_w_4lyr_2tex_pxm,0,heightMapSamplerLayer3,1,False,Слой высоты/specular,SEM_6C2C8726336939B7,resolved,active,"{""A"": ""Не используется в исследованном пути."", ""B"": ""Не используется в исследованном пути."", ""G"": ""В этой не-SPM перестановке отдельно не используется."", ""R"": ""Высота для parallax/height offset.""}",,,,LINEAR_R_OR_RG_BC5
terrain_cb_w_4lyr_cm.sps > TextureSampler_layer0,terrain_cb_w_4lyr_cm.sps,terrain_cb_w_4lyr_cm,0,TextureSampler_layer0,0,False,Слой diffuse,SEM_EF09C2A8BCC20532,resolved,active,"{""A"": ""В 4-layer terrain-пути отдельно не читается."", ""RGB"": ""Цвет соответствующего слоя terrain.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,COLOR_RGB_BC1
terrain_cb_w_4lyr_cm.sps > BumpSampler_layer0,terrain_cb_w_4lyr_cm.sps,terrain_cb_w_4lyr_cm,0,BumpSampler_layer0,0,False,Слой normal,SEM_C627EBE8953FDE17,resolved,active,"{""A"": ""Не отдельная художественная маска; физическая упаковка normal map зависит от формата текстуры."", ""RGB"": ""Тангенсная нормаль после GTA-декодирования; X/Y задают наклон, Z восстанавливается/нормализуется.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,NORMAL_XY_AUTO
terrain_cb_w_4lyr_cm.sps > TextureSampler_layer1,terrain_cb_w_4lyr_cm.sps,terrain_cb_w_4lyr_cm,0,TextureSampler_layer1,0,False,Слой diffuse,SEM_EF09C2A8BCC20532,resolved,active,"{""A"": ""В 4-layer terrain-пути отдельно не читается."", ""RGB"": ""Цвет соответствующего слоя terrain.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,COLOR_RGB_BC1
terrain_cb_w_4lyr_cm.sps > BumpSampler_layer1,terrain_cb_w_4lyr_cm.sps,terrain_cb_w_4lyr_cm,0,BumpSampler_layer1,0,False,Слой normal,SEM_C627EBE8953FDE17,resolved,active,"{""A"": ""Не отдельная художественная маска; физическая упаковка normal map зависит от формата текстуры."", ""RGB"": ""Тангенсная нормаль после GTA-декодирования; X/Y задают наклон, Z восстанавливается/нормализуется.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,NORMAL_XY_AUTO
terrain_cb_w_4lyr_cm.sps > TextureSampler_layer2,terrain_cb_w_4lyr_cm.sps,terrain_cb_w_4lyr_cm,0,TextureSampler_layer2,0,False,Слой diffuse,SEM_EF09C2A8BCC20532,resolved,active,"{""A"": ""В 4-layer terrain-пути отдельно не читается."", ""RGB"": ""Цвет соответствующего слоя terrain.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,COLOR_RGB_BC1
terrain_cb_w_4lyr_cm.sps > BumpSampler_layer2,terrain_cb_w_4lyr_cm.sps,terrain_cb_w_4lyr_cm,0,BumpSampler_layer2,0,False,Слой normal,SEM_C627EBE8953FDE17,resolved,active,"{""A"": ""Не отдельная художественная маска; физическая упаковка normal map зависит от формата текстуры."", ""RGB"": ""Тангенсная нормаль после GTA-декодирования; X/Y задают наклон, Z восстанавливается/нормализуется.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,NORMAL_XY_AUTO
terrain_cb_w_4lyr_cm.sps > TextureSampler_layer3,terrain_cb_w_4lyr_cm.sps,terrain_cb_w_4lyr_cm,0,TextureSampler_layer3,0,False,Слой diffuse,SEM_EF09C2A8BCC20532,resolved,active,"{""A"": ""В 4-layer terrain-пути отдельно не читается."", ""RGB"": ""Цвет соответствующего слоя terrain.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,COLOR_RGB_BC1
terrain_cb_w_4lyr_cm.sps > BumpSampler_layer3,terrain_cb_w_4lyr_cm.sps,terrain_cb_w_4lyr_cm,0,BumpSampler_layer3,0,False,Слой normal,SEM_C627EBE8953FDE17,resolved,active,"{""A"": ""Не отдельная художественная маска; физическая упаковка normal map зависит от формата текстуры."", ""RGB"": ""Тангенсная нормаль после GTA-декодирования; X/Y задают наклон, Z восстанавливается/нормализуется.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,NORMAL_XY_AUTO
terrain_cb_w_4lyr_cm.sps > lookupSampler,terrain_cb_w_4lyr_cm.sps,terrain_cb_w_4lyr_cm,0,lookupSampler,1,False,Таблица выбора слоёв,SEM_89D6190F262DF185,resolved,active,"{""A"": ""Не используется."", ""RGB"": ""Три координаты смешивания четырёх terrain-слоёв.""}",F_TERRAIN_WEIGHTS,w0=(1−R)(1−G)(1−B); w1=(1−R)(1−G)B; w2=(1−R)G(1−B); w3=(1−R)GB,,LINEAR_RGB_BC1
terrain_cb_w_4lyr_cm_pxm.sps > TextureSampler_layer0,terrain_cb_w_4lyr_cm_pxm.sps,terrain_cb_w_4lyr_cm_pxm,0,TextureSampler_layer0,0,False,Слой diffuse,SEM_EF09C2A8BCC20532,resolved,active,"{""A"": ""В 4-layer terrain-пути отдельно не читается."", ""RGB"": ""Цвет соответствующего слоя terrain.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,COLOR_RGB_BC1
terrain_cb_w_4lyr_cm_pxm.sps > BumpSampler_layer0,terrain_cb_w_4lyr_cm_pxm.sps,terrain_cb_w_4lyr_cm_pxm,0,BumpSampler_layer0,0,False,Слой normal,SEM_C627EBE8953FDE17,resolved,active,"{""A"": ""Не отдельная художественная маска; физическая упаковка normal map зависит от формата текстуры."", ""RGB"": ""Тангенсная нормаль после GTA-декодирования; X/Y задают наклон, Z восстанавливается/нормализуется.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,NORMAL_XY_AUTO
terrain_cb_w_4lyr_cm_pxm.sps > heightMapSamplerLayer0,terrain_cb_w_4lyr_cm_pxm.sps,terrain_cb_w_4lyr_cm_pxm,0,heightMapSamplerLayer0,0,False,Слой высоты/specular,SEM_6C2C8726336939B7,resolved,active,"{""A"": ""Не используется в исследованном пути."", ""B"": ""Не используется в исследованном пути."", ""G"": ""В этой не-SPM перестановке отдельно не используется."", ""R"": ""Высота для parallax/height offset.""}",,,,LINEAR_R_OR_RG_BC5
terrain_cb_w_4lyr_cm_pxm.sps > TextureSampler_layer1,terrain_cb_w_4lyr_cm_pxm.sps,terrain_cb_w_4lyr_cm_pxm,0,TextureSampler_layer1,0,False,Слой diffuse,SEM_EF09C2A8BCC20532,resolved,active,"{""A"": ""В 4-layer terrain-пути отдельно не читается."", ""RGB"": ""Цвет соответствующего слоя terrain.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,COLOR_RGB_BC1
terrain_cb_w_4lyr_cm_pxm.sps > BumpSampler_layer1,terrain_cb_w_4lyr_cm_pxm.sps,terrain_cb_w_4lyr_cm_pxm,0,BumpSampler_layer1,0,False,Слой normal,SEM_C627EBE8953FDE17,resolved,active,"{""A"": ""Не отдельная художественная маска; физическая упаковка normal map зависит от формата текстуры."", ""RGB"": ""Тангенсная нормаль после GTA-декодирования; X/Y задают наклон, Z восстанавливается/нормализуется.""}",F_TERRAIN_BLEND,surface = Σ wi × layer_i,,NORMAL_XY_AUTO
